4015369|20170628|4015369|APPROVAL|
4034554|20170719|4034554|FIRM|
4034555|20170719|4034555|FIRM|
4015373|20170628|4015373|APPROVAL|
4034556|20170719|4034556|FIRM|
4109500|20170502|4015485|APPROVAL|
4050248|20150629|4050248|STANDING|
4034557|20170719|4034557|FIRM|
4034558|20170719|4034558|FIRM|
4015377|20170628|4015377|APPROVAL|
